Invoice Number,Customer Name,Ship To,Date,Ship Mode,Balance Due,Item,Quantity,Rate,Amount
48962,"Toby Ritter
Ship To","Dar es Salaam, Dar
Es Salaam, Tanzania
May 02 2012
First Class
",Ship Mode,Balance Due,,,,,
8265,"Toby Ritter
Ship To","José Bonifácio, São
Paulo, Brazil
Jul 20 2012
First Class
",Ship Mode,Balance Due,,"Copiers, Technology, TEC-CO-5998",87,785.87,1.57
30570,"Toby Swindell
Ship To","Porirua, Wellington,
New Zealand
Nov 06 2012
First Class
",Ship Mode,Balance Due,,,,,
23926,"Todd Boyes
Ship To","Toowoomba,
Queensland,
Australia
Jun 06 2012
Second Class
",Ship Mode,Balance Due,,"$7,482.89",5812,748.29,143.58
11844,"Todd Sumrall
Ship To","Augsburg, Bavaria,
Germany
Jun 01 2012
Second Class
",Ship Mode,Balance Due,,"$3,757.75",5773,375.78,176.06
13130,"Todd Sumrall
Ship To","Farnborough,
England, United
Kingdom
Feb 29 2012
Standard Class
",Ship Mode,Balance Due,,,,,
23466,"Todd Sumrall
Ship To","Visakhapatnam,
Andhra Pradesh,
India
Oct 05 2012
Standard Class
",Ship Mode,Balance Due,,,,,
49660,"Tom Ashbrook
Ship To","Silivri, Istanbul,
Turkey
Feb 21 2013
Standard Class
",Ship Mode,Balance Due,,,,,
15218,"Tom Boeckenhauer
Ship To","Berlin, Berlin,
Germany
Feb 29 2012
Standard Class
",Ship Mode,Balance Due,,"$2,915.33",4509,583.07,80.67
9480,"Tom Prescott
Ship To","Sancti Spíritus,
Sancti Spíritus, Cuba
Feb 09 2012
Second Class
",Ship Mode,Balance Due,,,,,
16794,"Tom Stivers
Ship To","Brindisi, Apulia, Italy
Apr 17 2012
Second Class
",Ship Mode,Balance Due,,"$1,899.94",4078,759.98,163.42
43613,"Tom Stivers
Ship To","Qom, Qom, Iran
Feb 24 2012
First Class
",Ship Mode,Balance Due,,"Phones, Technology, TEC-PH-3807",24,654.24,136.02
24694,"Tom Zandusky
Ship To","Chongqing,
Chongqing, China
Dec 07 2012
Second Class
",Ship Mode,Balance Due,,,,,
2964,"Tom Zandusky
Ship To","Santo Domingo,
Santo Domingo,
Dominican Republic
May 17 2012
Standard Class
",Ship Mode,Balance Due,,,,,
2967,"Tom Zandusky
Ship To","Santo Domingo,
Santo Domingo,
Dominican Republic
May 17 2012
Standard Class
",Ship Mode,Balance Due,,,,,
12100,"Tonja Turnell
Ship To","Nancy, Alsace",Ship Mode,Balance Due,,,,,
18457,"Tonja Turnell
Ship To","Pforzheim, Baden",Ship Mode,Balance Due,,,,,
26169,"Tonja Turnell
Ship To","Kuala Lumpur, Kuala
Lumpur, Malaysia
Jan 15 2013
Second Class
",Ship Mode,Balance Due,,,,,
25880,"Tony Molinari
Ship To","Surabaya, Jawa
Timur, Indonesia
Nov 17 2012
First Class
",Ship Mode,Balance Due,,"$1,880.45",5692,319.68,199.05
25881,"Tony Molinari
Ship To","Surabaya, Jawa
Timur, Indonesia
Nov 17 2012
First Class
",Ship Mode,Balance Due,,,,,
20584,"Tracy Blumstein
Ship To","Pekanbaru, Riau,
Indonesia
Oct 25 2012
Standard Class
",Ship Mode,Balance Due,,"$1,724.18",3575,293.11,120.50
28215,"Tracy Blumstein
Ship To","Geelong, Victoria,
Australia
Jun 23 2012
Second Class
",Ship Mode,Balance Due,,"$3,642.98",6138,364.30,86.38
21272,"Tracy Hopkins
Ship To","Melbourne, Victoria,
Australia
Jul 19 2012
First Class
",Ship Mode,Balance Due,,"Copiers, Technology, TEC-CO-4586",56,524.56,52.46
13856,"Tracy Poddar
Ship To","Farnborough,
England, United
Kingdom
Jun 13 2012
Standard Class
",Ship Mode,Balance Due,,,,,
18864,"Troy Blackwell
Ship To","Vienna, Vienna,
Austria
Nov 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
25750,"Troy Staebel
Ship To","Sydney, New South
Wales, Australia
Dec 07 2012
Standard Class
",Ship Mode,Balance Due,,"$4,617.97",3605,461.80,73.63
30584,"Troy Staebel
Ship To","Paraparaumu,
Wellington, New
Zealand
Jan 31 2012
Standard Class
",Ship Mode,Balance Due,,,,,
30585,"Troy Staebel
Ship To","Paraparaumu,
Wellington, New
Zealand
Jan 31 2012
Standard Class
",Ship Mode,Balance Due,,,,,
15209,"Trudy Brown
Ship To","Bayonne, Aquitaine",Ship Mode,Balance Due,,"$1,141.37",5448,114.14,78.32
15210,"Trudy Brown
Ship To","Bayonne, Aquitaine",Ship Mode,Balance Due,,"$2,821.39",5961,282.14,98.18
17041,"Trudy Brown
Ship To","Vienna, Vienna,
Austria
Nov 23 2012
First Class
",Ship Mode,Balance Due,,,,,
17042,"Trudy Brown
Ship To","Vienna, Vienna,
Austria
Nov 23 2012
First Class
",Ship Mode,Balance Due,,,,,
26186,"Trudy Brown
Ship To","Yangon, Yangon,
Myanmar ",Ship Mode,Balance Due,,"Appliances, Office Supplies, OFF-AP-4960",72,437.72,74.41
21435,"Trudy Glocke
Ship To","Kuantan, Pahang,
Malaysia
Jan 25 2013
Same Day
",Ship Mode,Balance Due,,,,,
14380,"Trudy Schmidt
Ship To","London, England,
United Kingdom
Jan 10 2013
Standard Class
",Ship Mode,Balance Due,,,,,
19175,"Valerie Dominguez
Ship To","Northampton,
England, United
Kingdom
Jan 19 2013
Standard Class
",Ship Mode,Balance Due,,"Phones, Technology, TEC-PH-5841",24,636.24,82.40
22655,"Valerie Takahito
Ship To","Handan, Hebei, China
Nov 17 2012
Second Class
",Ship Mode,Balance Due,,,,,
25463,"Victor Preis
Ship To","Brisbane,
Queensland,
Australia
Sep 14 2012
Second Class
",Ship Mode,Balance Due,,"$5,661.12",4057,566.11,219.26
17080,"Victoria Brennan
Ship To","Paris, Ile",Ship Mode,Balance Due,,"$7,576.17",4523,757.62,103.97
30489,"Victoria Wilson
Ship To","Hamilton, Waikato,
New Zealand
Dec 15 2012
Standard Class
",Ship Mode,Balance Due,,,,,
20703,"Vivek Grady
Ship To","Surat, Gujarat, India
Aug 01 2012
Standard Class
",Ship Mode,Balance Due,,,,,
5101,"Vivek Grady
Ship To","León, Guanajuato,
Mexico
Jun 19 2012
Standard Class
",Ship Mode,Balance Due,,"$9,097.69",4591,18.20,84.51
22900,"Vivek Sundaresam
Ship To","Perth, Western
Australia, Australia
Apr 07 2012
Standard Class
",Ship Mode,Balance Due,,"$7,578.14",4736,757.81,254.37
22902,"Vivek Sundaresam
Ship To","Perth, Western
Australia, Australia
Apr 07 2012
Standard Class
",Ship Mode,Balance Due,,"$9,999.94",4731,999.99,118.26
15577,"Xylona Preis
Ship To","Copenhagen,
Hovedstaden,
Denmark
Dec 04 2012
Standard Class
",Ship Mode,Balance Due,,,,,
3875,"Xylona Preis
Ship To","Mejicanos, San
Salvador, El Salvador
May 03 2012
Standard Class
",Ship Mode,Balance Due,,,,,
5434,"Yana Sorensen
Ship To","Matagalpa,
Matagalpa, Nicaragua
May 31 2012
Standard Class
",Ship Mode,Balance Due,,"Bookcases, Furniture, FUR-BO-3901",96,964.96,66.70
10563,"Yoseph Carroll
Ship To","Burgos, Castile and
León, Spain
May 11 2012
First Class
",Ship Mode,Balance Due,,"$6,444.36",6047,644.44,94.20
31061,"Yoseph Carroll
Ship To","Manukau City,
Auckland, New
Zealand
Nov 30 2012
Standard Class
",Ship Mode,Balance Due,,,,,
15951,"Zuschuss Carroll
Ship To","Berlin, Berlin,
Germany
Sep 22 2012
First Class
",Ship Mode,Balance Due,,,,,
15953,"Zuschuss Carroll
Ship To","Berlin, Berlin,
Germany
Sep 22 2012
First Class
",Ship Mode,Balance Due,,,,,
18672,"Zuschuss Donatelli
Ship To","Milan, Lombardy,
Italy
Feb 21 2012
Standard Class
",Ship Mode,Balance Due,,,,,
